Elapsed Time (s),Long accel (g),Lat accel (g),Vert accel (g),Roll--Euler (deg),Pitch--Euler (deg),Yaw--Euler (deg),Latitude,Longitude,Speed (kts),Course (deg),GPS Time,Flagged
16.056,0.6832124,3.620006,-0.3154388,-87.78545631,17.52697218,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.701Z,N
16.101,1.2440584,2.1210176,-0.1012976,-81.64456306,14.89213623,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.746Z,N
16.156,1.1828752,0.4894656,1.2855216,-78.87256496,15.06175373,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.801Z,N
16.212,0.9381424,0.1631552,0.7654644,-76.48357655,13.49535743,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.857Z,N
16.251,0.6526208,-0.0815776,1.0713804,-74.33543426,13.92396717,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.896Z,N
16.301,0.3365076,-0.152958,1.356902,-71.81435682,16.93290794,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:36.946Z,N
16.351,0.3263104,0.1121692,0.847042,-70.7528703,20.20508762,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:36.996Z,N
16.401,0.2141412,0.2855216,0.6227036,-70.03276346,24.19463694,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.046Z,N
16.452,1.2542556,4.537754,-1.8246244,-68.01994088,21.71121433,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.097Z,N
16.501,-0.3365076,1.5193828,-0.682538,-63.2935593,23.22908384,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.146Z,N
16.551,-0.407888,0.6526208,0.847042,-60.42272154,23.52134422,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.196Z,N
16.601,-0.2243384,0.4486768,1.2855216,-58.63616946,21.32627511,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.246Z,N
16.651,-0.2855216,0.0815776,1.6832124,-54.69769459,19.05531237,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.296Z,N
16.718,-0.7240012,0.2447328,1.611832,-50.75537091,17.21001725,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.363Z,N
16.762,-0.9279452,0.9891284,0.8062532,-45.66446555,10.05011784,228.6361542,50.14775107,-5.058167077,5.827206793,305.2070281,2021-11-17T13:20:37.407Z,N
16.801,-0.4282824,1.6009604,-3.2012464,-46.77505089,6.296506733,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.446Z,N
16.851,0.2855216,0.50986,-1.9877796,-47.04019541,2.389069309,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.496Z,N
16.901,0.9585368,0.1835496,0.5513232,-42.900329,3.017507112,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.546Z,N
16.951,0.6832124,-0.3161132,0.3065904,-38.66267477,0.371388998,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.596Z,N
17.001,0.6832124,-0.1631552,0.7858588,-36.8660106,-0.469761784,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.646Z,N
17.051,0.407888,-0.1835496,1.1733524,-34.43400907,1.984645275,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.696Z,N
17.101,0.1733524,0.050986,0.592112,-33.76956144,4.521561711,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.746Z,N
17.151,0.3976908,0.6016348,-0.27465,-37.47296511,9.904511014,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.796Z,N
17.207,0.1427608,2.957188,-4.2413608,-41.06212704,8.060325804,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.852Z,N
17.254,-0.5200572,1.0401144,0.6736896,-35.00498898,13.96298462,228.7879181,50.14774349,-5.058187378,6.495216266,294.6277387,2021-11-17T13:20:37.899Z,N
17.301,-0.2447328,0.305916,1.0407888,-30.84220045,15.22999495,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:37.946Z,N
17.351,-0.1733524,0.1427608,1.1937468,-29.15828563,13.28469135,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:37.996Z,N
17.401,-0.4180852,0.0101972,1.4486768,-29.44988347,12.92800863,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.046Z,N
17.452,-0.8259732,0.3670992,1.25493,-33.5104753,14.41686094,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.097Z,N
17.501,-0.6832124,1.3664248,0.9388168,-39.05228242,14.95489713,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.146Z,N
17.551,-0.0407888,2.1006232,-3.58874,-46.35056488,8.932928567,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.196Z,N
17.601,1.0401144,1.1012976,0.2148156,-46.0601828,8.067929512,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.246Z,N
17.651,1.0095228,0.1427608,0.1536324,-45.56824868,8.700971076,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.296Z,N
17.714,0.8463676,-0.2243384,0.5615204,-46.78449362,9.226986137,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.359Z,N
17.751,0.3772964,-0.3670992,0.9592112,-48.55623102,12.13303694,222.8492737,50.14773979,-5.058197571,6.185920254,299.8827724,2021-11-17T13:20:38.396Z,N
17.801,0.1733524,-0.3365076,1.0305916,-49.6903566,15.25410722,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.446Z,N
17.851,0.203944,0.1325636,0.9796056,-51.27781549,20.07736821,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.496Z,N
17.901,0.8565648,1.1318892,-0.9272708,-52.80367632,22.27401679,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.546Z,N
17.951,0.2345356,2.2025952,-1.3861448,-52.93495597,19.2595743,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.596Z,N
18.001,-0.3365076,0.866762,0.3473792,-48.93193581,20.63518634,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.646Z,N
18.051,-0.0203944,0.4486768,1.203944,-45.90792764,19.04490487,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.696Z,N
18.101,-0.1835496,0.101972,1.1733524,-47.20279489,17.55155915,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.746Z,N
18.153,-0.4486768,0.1631552,1.7545928,-50.86979365,16.9952283,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.798Z,N
18.21,-0.815776,0.5812404,1.2855216,-53.04143179,16.80594668,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.855Z,N
18.251,0,2.1312148,-0.7641156,-59.57097646,14.09006968,245.4802551,50.1477318,-5.058219234,6.356398323,300.3419218,2021-11-17T13:20:38.896Z,N
18.301,0.6526208,2.345356,-2.4364564,-60.44911339,11.39698332,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:38.946Z,N
18.355,0.9075508,0.6322264,0.3473792,-61.10625954,12.01022758,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.000Z,N
18.401,0.9075508,-0.2651272,0.3983652,-62.38897589,12.20050214,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.046Z,N
18.451,0.8361704,0.050986,0.8368448,-64.09493856,11.04242906,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.096Z,N
18.501,0.4894656,-0.0203944,1.4792684,-65.86990663,13.03809762,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.146Z,N
18.552,0.203944,-0.1121692,0.9184224,-64.15279709,16.88811215,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.197Z,N
18.601,0.2957188,0.5506488,0.6329008,-63.6408471,19.63321638,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.246Z,N
18.654,1.172678,3.467048,-2.5486256,-64.96018692,20.26262855,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.299Z,N
18.718,0.2243384,2.1210176,-0.4887912,-62.6803859,21.46420395,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.363Z,N
18.755,-0.203944,0.6322264,1.0815776,-61.53521591,24.02850112,228.8948517,50.14772078,-5.0582498,6.03435935,305.6438177,2021-11-17T13:20:39.400Z,N
18.801,-0.1937468,0.2651272,0.9694084,-59.61710073,23.45990496,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.446Z,N
18.853,-0.407888,-0.0815776,1.7341984,-58.97949575,22.28697024,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.498Z,N
18.901,-0.560846,0.203944,1.5506488,-58.84561721,21.2685788,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.546Z,N
18.951,-0.611832,1.5091856,0.8776336,-61.76669785,20.0343346,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.596Z,N
19.001,0.6424236,2.7124552,-0.9068764,-65.29332256,19.2352093,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.646Z,N
19.051,1.1114948,0.8259732,-0.7029324,-65.39779713,17.66791142,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.696Z,N
19.101,1.01972,0.0917748,1.3263104,-67.93500065,20.11663496,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.746Z,N
19.155,0.5200572,-0.25493,0.3779708,-65.71327674,19.59665779,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.800Z,N
19.208,0.3161132,-0.4282824,0.592112,-62.49783544,20.5773039,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.853Z,N
19.252,0.203944,-0.1631552,1.2243384,-64.37296824,23.49961568,217.0108948,50.1477134,-5.058271204,6.724767435,295.8214083,2021-11-17T13:20:39.897Z,N
19.301,0.2243384,0.2141412,1.0305916,-67.41350205,25.89396237,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:39.946Z,N
19.352,0.3365076,0.4486768,1,-69.32027911,28.62042189,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:39.997Z,N
19.403,1.7947072,4.2726268,-2.1713292,-68.18308678,24.47941826,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.048Z,N
19.456,0,1.1114948,0.8674364,-66.91071134,27.16725818,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.101Z,N
19.506,0.101972,0.5812404,1.0713804,-67.91379974,27.79785539,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.151Z,N
19.553,-0.1223664,0.0305916,1,-65.63666251,25.58417915,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.198Z,N
19.603,-0.1937468,0.3874936,1.458874,-65.35629007,23.85628474,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.248Z,N
19.655,-0.7545928,0.152958,1.2855216,-64.54700146,24.51024802,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.300Z,N
19.717,-0.4690712,1.1522836,0.7348728,-68.55857643,24.58094048,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.362Z,N
19.755,0.8769592,2.4881168,-0.6111576,-72.83389915,22.10755654,233.1937408,50.14770603,-5.058292609,6.246453916,306.0112414,2021-11-17T13:20:40.401Z,N
19.804,1.1420864,1.0911004,-0.5601716,-71.35030011,20.20122515,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.449Z,N
19.856,0.8361704,0.1121692,0.7144784,-67.92554084,21.5113186,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.501Z,N
19.906,0.662818,0.1223664,0.8062532,-65.99178453,20.72950783,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.552Z,N
19.956,0.3874936,-0.2855216,1.0815776,-60.38473885,21.17712598,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.601Z,N
20.001,0.1631552,-0.305916,1.2855216,-60.27227979,23.29411407,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.646Z,N
20.054,0.0917748,-0.0101972,1.2651272,-61.1460249,26.3499458,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.699Z,N
20.101,0.9993256,1.01972,0.3677736,-62.17978085,27.76868877,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.746Z,N
20.156,1.0095228,3.2529068,-3.0380912,-61.41543488,22.58034223,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.801Z,N
20.215,0.101972,1.1930724,-0.0299172,-59.19298697,24.71207328,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.860Z,N
20.255,0.152958,0.611832,1.2141412,-60.43317856,25.73658457,224.68013,50.14769839,-5.058314648,6.933116454,295.7816039,2021-11-17T13:20:40.900Z,N
20.306,-0.0407888,0.3263104,1.5506488,-59.49773635,24.57189219,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:40.951Z,N
20.351,-0.5914376,0.0203944,1.5200572,-57.47321365,24.4241108,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:40.996Z,N
20.401,-0.8055788,0.5914376,1.1835496,-58.56379678,25.19636442,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.046Z,N
20.451,0.203944,2.5289056,0.337182,-65.32346418,24.4245189,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.096Z,N
20.501,0.611832,2.1822008,-1.7124552,-67.27366076,22.75829769,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.146Z,N
20.551,0.9891284,0.611832,-0.223664,-66.03827763,22.37464767,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.196Z,N
20.602,0.9075508,0.1223664,0.9592112,-65.83318754,21.6715241,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.247Z,N
20.651,0.6220292,-0.2651272,0.6023092,-61.95514959,19.00833091,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.296Z,N
20.718,0.3874936,-0.101972,1.1733524,-60.61059272,19.63311392,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.363Z,N
20.752,0.3263104,-0.1325636,1.2651272,-61.2168403,23.18523061,209.8235474,50.14769076,-5.058336687,6.327463789,306.0028566,2021-11-17T13:20:41.397Z,N
20.801,0.7443956,1.070706,0.3677736,-62.472714,25.33917343,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.446Z,N
20.855,1.4887912,2.4575252,-0.682538,-65.08926383,27.59778208,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.500Z,N
20.901,0.8259732,2.7328496,-1.5085112,-64.94047499,25.33682897,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.546Z,N
20.951,-0.2141412,0.6730152,0.5717176,-62.51940518,28.2254645,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.596Z,N
21.001,-0.0917748,0.6730152,1.4384796,-64.55663202,29.47087948,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.646Z,N
21.051,-0.5200572,-0.0305916,1.560846,-64.14186196,30.34888663,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.696Z,N
21.101,-0.8055788,-0.0305916,1.5506488,-63.39926331,31.39092418,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.746Z,N
21.151,-0.8565648,0.5710432,1.2855216,-64.67948663,30.1086518,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.796Z,N
21.219,0.356902,2.6308776,-0.4378052,-66.70180318,25.89496812,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.864Z,N
21.254,1.0401144,1.4480024,-1.3045672,-65.17324784,20.35299707,230.3804932,50.14768669,-5.058347972,6.592928566,300.6860316,2021-11-17T13:20:41.899Z,N
21.301,1.172678,0.3161132,0.796056,-67.03263705,21.38798587,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:41.946Z,N
21.351,0.8463676,-0.305916,1.0611832,-69.05293868,22.11268431,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:41.996Z,N
21.401,0.76479,-0.3467048,0.8062532,-67.58463927,22.13716712,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.046Z,N
21.451,0.5200572,-0.0203944,0.949014,-66.48360596,23.52744699,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.096Z,N
21.502,0.2855216,-0.25493,1.0917748,-67.47954998,26.60200368,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.147Z,N
21.551,0.7851844,1.6111576,0.2963932,-70.2305111,29.0003819,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.196Z,N
21.601,1.5397772,3.3242872,-0.8660876,-72.32257753,28.67345148,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.246Z,N
21.651,0.2447328,2.0700316,-0.631552,-73.22306283,30.66725199,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.296Z,N
21.723,-0.25493,0.5404516,1.0305916,-77.06772164,33.48425762,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.368Z,N
21.751,-0.2651272,0.1325636,1.2243384,-78.42947693,33.05670485,232.1393738,50.1476754,-5.058380498,6.32495813,305.6924006,2021-11-17T13:20:42.396Z,N
21.801,-0.3263104,-0.0611832,1.3670992,-76.99986371,31.32675797,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.446Z,N
21.851,-0.6322264,-0.0713804,1.4180852,-75.55340724,28.83805904,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.496Z,N
21.901,-0.6424236,0.5914376,1.1631552,-76.21364064,26.26975426,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.546Z,N
21.953,1.0911004,3.2019208,-0.5193828,-78.38712293,19.19105555,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.598Z,N
22.001,1.1318892,2.243384,-1.7124552,-75.81487371,15.65999121,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.646Z,N
22.053,0.968734,0.2855216,1.0917748,-76.29803446,18.27911602,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.698Z,N
22.101,0.8463676,-0.101972,1.2243384,-76.69942418,18.18283426,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.746Z,N
22.151,0.7545928,-0.1223664,1.1223664,-75.35214206,16.8569699,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.796Z,N
22.208,0.407888,-0.2447328,1.2855216,-74.52646782,17.77405427,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.853Z,N
22.252,0.2753244,0.0611832,1.0203944,-71.78041761,19.92613245,215.4265289,50.14767132,-5.058391167,6.549026432,300.161706,2021-11-17T13:20:42.897Z,N
22.301,1.1420864,2.2331868,-0.6111576,-71.0101362,20.53984202,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:42.946Z,N
22.353,0.7545928,3.4364564,-1.753244,-71.24142007,21.01448723,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:42.998Z,N
22.401,-0.3976908,1.0401144,0.337182,-72.3164167,24.34538092,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.046Z,N
22.451,-0.2855216,0.4384796,0.9694084,-73.10961339,26.90196681,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.096Z,N
22.502,-0.2447328,0.407888,1.4792684,-71.2409761,25.24921131,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.147Z,N
22.552,-0.5404516,-0.0407888,1.6832124,-68.03078722,23.77493548,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.197Z,N
22.602,-0.7240012,0.1733524,1.4486768,-66.97331685,23.71178184,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.247Z,N
22.655,-0.1325636,1.7437212,0.9286196,-69.1279205,20.78095623,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.300Z,N
22.709,0.5914376,2.8450188,-1.243384,-72.03492412,17.12722682,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.354Z,N
22.751,0.9585368,0.8055788,-0.8558904,-69.79563979,14.19971642,228.3811188,50.14766385,-5.058411657,6.549026432,300.161706,2021-11-17T13:20:43.396Z,N
22.801,0.866762,0.050986,0.9388168,-70.61787161,15.34812819,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.446Z,N
22.853,0.866762,0.0101972,0.74507,-69.13898541,12.95805719,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.498Z,N
22.901,0.4486768,-0.2345356,1,-66.60728702,13.27330542,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.546Z,N
22.953,0.1631552,-0.2345356,1.2447328,-65.08533647,17.10126527,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.598Z,N
23.001,0.2651272,0.25493,0.8572392,-64.65912584,18.80471444,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.646Z,N
23.053,1.0503116,1.3664248,-0.0401144,-68.92525513,20.84893369,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.698Z,N
23.101,1.1012976,3.8443444,-1.396342,-70.02479946,18.81874023,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.746Z,N
23.153,-0.5302544,1.0605088,0.49014,-71.98619755,22.59052434,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.798Z,N
23.22,-0.3670992,0.662818,1.203944,-73.07519607,22.95395528,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.865Z,N
23.252,-0.3670992,0.0713804,1.7749872,-72.29656134,22.77322336,238.353302,50.14765196,-5.058443911,6.576514209,294.2741829,2021-11-17T13:20:43.897Z,N
23.306,-0.76479,-0.4894656,1.4180852,-71.10808794,22.93869323,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:43.951Z,N
23.351,-0.866762,0.4384796,0.9388168,-72.0781114,20.98500642,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:43.996Z,N
23.402,0.050986,2.0190456,-0.1828752,-73.31743555,18.15984384,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.047Z,N
23.453,0.8055788,1.7539184,-1.1822008,-70.23896687,10.35722107,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.098Z,N
23.501,0.9483396,0.7851844,0.4289568,-69.1470382,11.81986594,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.146Z,N
23.552,0.9279452,0.101972,1.1325636,-69.60948298,12.33594393,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.197Z,N
23.603,0.6424236,-0.3365076,1.0305916,-68.3020072,12.30699247,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.248Z,N
23.652,0.5302544,-0.0407888,1.3161132,-66.50608411,13.37264967,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.297Z,N
23.724,0.2957188,-0.0101972,1.1835496,-66.25340126,15.46819096,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.369Z,N
23.752,0.2855216,1.0401144,0.7756616,-65.81430889,18.15008521,196.5149994,50.1476442,-5.058464295,5.879868911,304.9026373,2021-11-17T13:20:44.397Z,N
23.802,1.1930724,3.3242872,-1.8450188,-66.60009483,15.94622736,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.447Z,N
23.852,-0.152958,1.7947072,-0.8151016,-66.63333053,17.9026377,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.497Z,N
23.902,-0.2243384,0.6220292,0.7348728,-67.96490322,20.20928989,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.547Z,N
23.952,-0.0917748,0.2855216,0.9898028,-67.43094635,19.10844953,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.598Z,N
24.001,-0.2141412,0.25493,1.305916,-65.88386071,18.10839715,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.646Z,N
24.056,-0.7240012,-0.0101972,1.4180852,-64.2708774,19.39717699,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.701Z,N
24.101,-1.172678,0.7851844,1.3772964,-65.89278094,19.54880378,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.746Z,N
24.154,0.050986,2.9877796,-1.0700316,-68.45094631,12.69227234,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.799Z,N
