Elapsed Time (s),Long accel (g),Lat accel (g),Vert accel (g),Roll--Euler (deg),Pitch--Euler (deg),Yaw--Euler (deg),Latitude,Longitude,Speed (kts),Course (deg),GPS Time,Flagged
32.354,0.152958,3.5996116,-0.7233268,-68.1183161,8.391087103,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:52.999Z,N
32.401,-0.0611832,0.9789312,-0.6621436,-66.35185161,8.495533501,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.046Z,N
32.454,0.458874,0.50986,0.7552672,-63.4543761,11.45260582,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.099Z,N
32.501,0.305916,-0.7749872,0.694084,-61.54393123,11.93028961,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.146Z,N
32.556,0.611832,-0.560846,0.2963932,-59.4559151,8.8919628,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.201Z,N
32.601,0.4894656,-0.0305916,0.5615204,-57.4747846,7.456048728,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.246Z,N
32.658,0.1121692,-0.050986,0.8572392,-56.96499294,9.590516122,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.303Z,N
32.717,0.050986,1.8966792,-0.5907632,-61.28794257,10.12026217,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.362Z,N
32.757,-0.2447328,2.7124552,-2.0285684,-64.06753584,6.52126179,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:53.402Z,N
32.801,-0.8055788,1.0809032,0.184224,-63.88492391,8.065953026,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.446Z,N
32.851,-0.4690712,0.4384796,1.4282824,-65.09263794,8.747751895,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.496Z,N
32.901,-0.0101972,0.4690712,1.4486768,-66.246373,5.325647859,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.546Z,N
32.951,0.0917748,0.101972,1.5710432,-66.60941804,1.523226193,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.596Z,N
33.001,-0.2651272,0.3467048,1.5914376,-67.04549146,1.41098132,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.646Z,N
33.051,-0.8871564,1.0605088,1.5506488,-70.75282249,2.664302665,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.696Z,N
33.101,-0.4180852,3.670992,-1.80423,-74.34918343,-0.820448132,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.746Z,N
33.151,-0.152958,0.6832124,-0.0503116,-74.59541175,2.109150444,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.796Z,N
33.217,0.5404516,0.1733524,1.50986,-76.79725298,2.83963362,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.862Z,N
33.251,0.7341984,-0.0203944,0.4289568,-77.17308414,-2.346754367,237.500824,50.14753116,-5.058831291,6.038778949,308.2188643,2021-11-17T13:20:53.896Z,N
33.301,1.01972,0.6424236,1.0815776,-76.64256969,-4.569043052,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:53.946Z,N
33.351,0.8769592,0.1937468,1.2651272,-75.54953453,-2.041647685,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:53.996Z,N
33.401,0.4792684,0.6934096,0.3473792,-74.21671191,0.084106982,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.046Z,N
33.451,0.25493,1.6213548,-0.3970164,-75.73474193,3.111944935,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.096Z,N
33.501,-0.1427608,3.7627668,-1.9163992,-75.86900296,1.86960504,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.146Z,N
33.552,-0.9483396,0.4282824,0.9082252,-73.53698515,6.585490327,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.197Z,N
33.601,-0.3161132,0.7036068,1.0407888,-72.58566275,6.118887666,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.246Z,N
33.651,-0.4282824,-0.1427608,1.6322264,-69.89243723,6.144243035,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.296Z,N
33.717,-0.7240012,-0.2141412,1.9279452,-68.59354016,7.123056092,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.362Z,N
33.751,-1.01972,0.5914376,1.5302544,-70.40102677,6.206126256,229.1256104,50.14752763,-5.058851714,6.038778949,308.2188643,2021-11-17T13:20:54.396Z,N
33.801,-0.662818,3.7015836,0.0006744,-73.87089944,3.871539871,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.446Z,N
33.851,0.1631552,1.1522836,-1.2535812,-75.84183247,1.357316311,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.496Z,N
33.901,0.713804,0.6016348,0.6023092,-76.47799628,1.870935219,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.546Z,N
33.951,1.0911004,0,0.4493512,-73.32582986,1.240845258,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.596Z,N
34.001,1.2950444,0.356902,1.2447328,-70.33816171,1.315213744,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.646Z,N
34.052,0.866762,0.1121692,1.1121692,-65.75882044,4.394969279,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.697Z,N
34.101,0.4282824,0.0713804,0.3779708,-63.37246848,7.374893275,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.746Z,N
34.151,-0.1631552,0.3772964,0.6329008,-65.3701417,15.49419179,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.796Z,N
34.207,0.662818,3.4976396,-1.906202,-70.92333133,16.87681672,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.852Z,N
34.254,-0.9993256,1.9476652,-0.580566,-70.77799173,15.85499994,205.335434,50.14752354,-5.058873531,6.072929403,308.3495342,2021-11-17T13:20:54.899Z,N
34.301,-0.7240012,0.7749872,1.101972,-71.79631829,17.74361212,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:54.946Z,N
34.351,-0.1733524,0.3874936,1.5914376,-69.93305636,16.43411972,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:54.996Z,N
34.401,-0.2447328,-0.0305916,1.7443956,-67.90461314,15.79707311,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.046Z,N
34.452,-0.458874,0.3467048,1.5812404,-65.64402545,15.96930145,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.097Z,N
34.501,-0.611832,1.0605088,1.6220292,-70.22107861,17.29905218,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.146Z,N
34.551,0.6424236,3.9361192,-1.498314,-77.97950407,15.21434869,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.196Z,N
34.601,0.5914376,1.0095228,-0.427608,-78.52460781,16.53787371,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.246Z,N
34.651,0.6934096,-0.3874936,1.5302544,-82.79205532,19.98902313,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.296Z,N
34.708,0.7341984,-0.0611832,0.74507,-83.03992971,18.47738445,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.353Z,N
34.752,0.5404516,-0.2447328,1.0713804,-82.73916917,17.82789153,217.222168,50.14752004,-5.058894148,6.072929403,308.3495342,2021-11-17T13:20:55.397Z,N
34.801,0.356902,-0.203944,1.458874,-84.44212656,19.10370767,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.446Z,N
34.858,0.7953816,0.4180852,0.8572392,-88.23135155,21.0280776,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.503Z,N
34.901,2.702258,4.1706548,-0.4887912,-90.22441439,19.96303596,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.546Z,N
34.957,-0.1733524,2.5289056,-0.631552,-91.23199706,21.79295462,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.602Z,N
35.004,-0.6526208,1.0911004,1.1427608,-95.60579745,26.10648883,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.649Z,N
35.054,-0.8055788,0.1937468,1.2447328,-94.70858381,29.44409147,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.699Z,N
35.101,-0.7036068,-0.1223664,1.8259732,-93.52931068,30.45977816,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.746Z,N
35.154,-0.9789312,-0.152958,1.4690712,-91.11688788,33.05151732,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.799Z,N
35.222,-0.9381424,0.7953816,1.2243384,-89.47946616,32.78077887,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.867Z,N
35.253,0.3365076,2.5187084,0.133238,-86.22412289,30.34086457,236.8563232,50.14751434,-5.058927231,6.246857433,304.461522,2021-11-17T13:20:55.898Z,N
35.307,1.1420864,2.3861448,-1.3045672,-81.96782225,26.00670489,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:55.952Z,N
35.352,1.0299172,0.5302544,-0.5907632,-74.73834712,23.70546733,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:55.997Z,N
35.404,1.0401144,-0.0305916,0.4799428,-71.9697163,21.30378159,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.049Z,N
35.451,0.9585368,-0.3772964,1.0305916,-71.55755537,18.50988591,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.096Z,N
35.501,0.7443956,-0.2855216,1.2243384,-72.81274605,18.70597552,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.146Z,N
35.551,0.50986,0.101972,0.694084,-71.54567084,17.87948848,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.196Z,N
35.604,0.4690712,0.6934096,0.4187596,-68.97921362,17.85000597,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.249Z,N
35.654,0.50986,3.1509348,-2.3752732,-69.74756892,17.36312789,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.299Z,N
35.714,-0.6322264,2.1822008,-0.2440584,-66.97419112,17.4803015,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.359Z,N
35.755,-0.5302544,0.917748,1.3365076,-71.75695591,18.45095162,237.7935181,50.14751087,-5.058948565,5.590867382,313.016588,2021-11-17T13:20:56.400Z,N
35.804,-0.4282824,0.152958,1.305916,-70.89997891,15.1174027,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.449Z,N
35.853,-0.2855216,-0.1427608,1.5812404,-72.06663668,11.35243341,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.498Z,N
35.904,-0.5812404,-0.2345356,1.6832124,-73.47218032,9.613383595,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.549Z,N
35.953,-0.8871564,0.9483396,1.0611832,-74.68520824,7.101295109,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.598Z,N
36.001,-0.0917748,4.0686828,-1.6308776,-74.89910245,3.683698571,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.646Z,N
36.054,0.0815776,1.0299172,-1.1108204,-65.79840821,1.608550089,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.699Z,N
36.104,0.6322264,0.356902,0.7654644,-62.86230116,2.575708709,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.749Z,N
36.155,0.6424236,-0.3467048,0.3473792,-54.41071395,0.572343487,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.800Z,N
36.217,0.7545928,-0.0203944,0.949014,-53.37140506,0.576697946,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.862Z,N
36.257,0.3670992,-0.305916,1.101972,-48.70639955,2.419803239,218.5445862,50.1475084,-5.058959193,6.025589725,308.4000452,2021-11-17T13:20:56.902Z,N
36.304,0.152958,-0.0407888,0.7654644,-47.14610091,4.376216995,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:56.949Z,N
36.355,-0.1631552,1.4072136,-1.4167364,-55.41349158,7.054470748,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.000Z,N
36.401,-0.4996628,3.3446816,-2.161132,-64.11391966,5.72198495,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.046Z,N
36.458,-0.9075508,0.9585368,1.0101972,-64.82479208,10.68883956,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.103Z,N
36.501,-0.356902,0.3263104,1.560846,-69.61839638,12.19249374,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.146Z,N
36.559,-0.2651272,-0.2345356,1.3263104,-68.79122633,9.437967263,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.204Z,N
36.601,-0.50986,-0.3670992,1.7851844,-68.93162769,8.27810553,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.246Z,N
36.651,-1.0809032,0.6016348,1.4792684,-72.1727505,6.406956868,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.296Z,N
36.729,-0.8871564,2.5900888,-0.172678,-76.49126734,3.468839178,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.374Z,N
36.756,0.4792684,2.4779196,-0.7539184,-82.24389166,-0.720127488,252.8605042,50.14750381,-5.058991517,5.688381745,312.5889325,2021-11-17T13:20:57.401Z,N
36.808,0.8055788,1.0605088,1.0203944,-84.92244595,2.101316004,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.453Z,N
36.851,0.8871564,0.3263104,0.4493512,-85.02808165,4.470674668,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.496Z,N
36.901,0.6730152,-0.2141412,1.0305916,-85.56462716,6.379060668,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.546Z,N
36.951,0.5710432,-0.1121692,1.50986,-86.38340291,8.584669177,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.596Z,N
37.001,0.2957188,-0.25493,1.050986,-85.49765715,10.81131424,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.646Z,N
37.051,0.3161132,1.3562276,0.4697456,-84.84105741,14.19412847,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.696Z,N
37.102,0.8565648,3.5894144,-1.498314,-82.99308145,15.32324411,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.747Z,N
37.151,-0.2753244,2.5187084,-0.0911004,-85.44759187,15.97831559,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.796Z,N
37.217,-0.5200572,0.6322264,1.3161132,-86.79573459,16.81665471,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.862Z,N
37.251,-0.1631552,0.2447328,1.4180852,-85.38672805,13.65194037,234.3470764,50.14749985,-5.059012949,6.395109901,303.8107519,2021-11-17T13:20:57.896Z,N
37.301,-0.101972,-0.1325636,1.6220292,-85.01714652,11.28894766,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:57.946Z,N
37.351,-0.5200572,-0.1427608,1.407888,-84.60335317,9.797567329,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:57.996Z,N
37.401,-1.01972,1.070706,1.0203944,-86.75426851,8.850890311,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.046Z,N
37.451,-0.2141412,3.31409,-1.0088484,-84.40363844,5.829406322,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.096Z,N
37.501,0.2957188,1.7641156,-0.4887912,-83.13985538,5.47578566,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.146Z,N
37.551,0.5302544,0.4384796,1.3772964,-83.58175496,5.879635533,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.196Z,N
37.601,0.6220292,-0.1427608,0.694084,-85.2950874,3.296566868,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.246Z,N
37.651,0.9891284,0.1733524,0.8878308,-86.34048883,-1.198826682,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.296Z,N
37.711,0.5812404,-0.1937468,1.560846,-85.37601148,-1.222780368,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.356Z,N
37.751,0.6322264,0.560846,0.9592112,-83.63007854,-1.647239909,198.8866577,50.14749704,-5.059022555,6.090580858,307.8619081,2021-11-17T13:20:58.396Z,N
37.801,0.0407888,2.2739756,0.0006744,-83.52191567,-1.361897233,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.446Z,N
37.851,-0.6424236,3.5078368,-1.0598344,-85.92455763,-2.262367381,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.496Z,N
37.901,-1.1318892,1.4480024,0.4289568,-86.5446705,-0.015951907,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.546Z,N
37.951,-0.6526208,0.3874936,1.3161132,-88.48507258,0.95519501,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.596Z,N
38.001,-0.1733524,0,1.3467048,-87.71218205,-0.403561643,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.646Z,N
38.051,-0.2957188,-0.3772964,1.3772964,-87.52575203,-1.887210919,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.696Z,N
38.101,-0.5200572,0.0815776,1.3161132,-87.79769601,-2.543210669,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.746Z,N
38.151,-1.3052416,1.1420864,1.1835496,-91.57034414,-4.067030555,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.796Z,N
38.207,-0.4180852,3.6302032,-0.325636,-90.33545961,-7.721531349,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.852Z,N
38.252,0.2957188,1.070706,0.5513232,-88.06414852,-7.103972544,232.7372894,50.14749246,-5.059045002,5.999676616,306.175041,2021-11-17T13:20:58.897Z,N
38.301,0.8361704,0.1325636,0.49014,-86.46707955,-6.051514253,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:58.946Z,N
38.351,1.3358332,0.3467048,0.8572392,-84.55427826,-6.238530381,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:58.996Z,N
38.401,1.1318892,0.7749872,1.2141412,-83.83609754,-7.317793748,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.046Z,N
38.451,0.5200572,0.407888,0.6227036,-80.93422339,-2.934268024,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.096Z,N
38.502,0.0713804,1.2440584,0.6838868,-81.04938038,1.509159632,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.147Z,N
38.552,-0.5200572,3.0183712,-1.5493,-81.33137157,6.463201767,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.197Z,N
38.601,-1.0503116,1.8660876,0.2046184,-81.1988659,6.928990783,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.246Z,N
38.652,-0.7240012,0.4384796,1.2447328,-83.72630908,10.18957066,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.297Z,N
38.718,-0.25493,0.1427608,1.1121692,-82.8044931,8.524191267,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.363Z,N
38.752,-0.0101972,-0.1427608,1.713804,-82.25089261,4.75322337,235.4943085,50.14748785,-5.059064714,5.999676616,306.175041,2021-11-17T13:20:59.397Z,N
38.801,-0.4384796,-0.2957188,1.4486768,-81.77481477,4.715031514,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.446Z,N
38.853,-1.223664,0.5812404,1.6934096,-82.96830152,4.048473358,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.498Z,N
38.901,-0.1427608,3.976908,-0.835496,-82.92457465,1.569848957,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.546Z,N
38.953,0.2141412,1.7131296,-0.937468,-77.89650362,3.577280596,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.598Z,N
39.001,0.7240012,0.3467048,1.101972,-76.81848804,6.985167807,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.646Z,N
39.055,0.713804,-0.5302544,0.6838868,-76.37580299,8.315537528,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.700Z,N
39.101,0.866762,0.1733524,1.101972,-77.04257971,7.198735868,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.746Z,N
39.154,0.4690712,0.2651272,1.5812404,-79.13381286,9.036191634,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.799Z,N
39.215,0.2345356,1.1012976,0.847042,-79.46940055,10.41327558,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.860Z,N
39.255,0.6526208,2.396342,-0.2644528,-80.12912168,12.92320701,211.4474792,50.14748053,-5.059096101,6.301332957,299.7505254,2021-11-17T13:20:59.900Z,N
39.306,-0.0815776,2.3045672,-0.8151016,-82.5306913,12.96402592,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:20:59.951Z,N
39.351,-0.7341984,0.6220292,-0.1012976,-85.28853725,15.374532,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:20:59.996Z,N
39.401,-0.2855216,0.3874936,0.7756616,-84.65425174,13.48819513,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.046Z,N
39.453,-0.0713804,0.2141412,1.5404516,-82.45844839,9.621605435,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.098Z,N
39.501,-0.3365076,-0.1121692,1.7749872,-81.53081992,9.177529591,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.146Z,N
39.552,-0.7749872,0.7341984,1.1733524,-81.02871906,9.702228134,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.197Z,N
39.601,0.0305916,2.192398,0.0006744,-81.9945761,10.62042582,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.246Z,N
39.653,0.9891284,2.7226524,-1.3045672,-77.29216848,10.22787863,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.298Z,N
39.712,0.662818,0.4180852,0.8776336,-76.266076,14.46815566,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.357Z,N
39.764,0.6526208,0.050986,0.694084,-75.67080453,15.3279262,220.0087738,50.14747484,-5.059116428,5.673640599,307.8528829,2021-11-17T13:21:00.409Z,N
39.801,0.5506488,-0.1325636,1.1223664,-73.97293563,15.35021994,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.446Z,N
39.851,0.356902,-0.152958,1.3161132,-75.21766247,17.56316877,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.496Z,N
39.904,0.305916,0.2957188,1.1325636,-75.17484401,18.79000221,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.550Z,N
39.955,-0.0305916,0.2753244,0.6125064,-73.44378039,22.59829197,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.600Z,N
40.004,1.4480024,4.0686828,-3.2012464,-69.60250253,19.13533316,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.649Z,N
40.054,-0.1937468,2.0292428,-0.3868192,-68.97227415,21.6769985,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.699Z,N
40.104,-0.3467048,0.560846,0.9286196,-69.28059572,23.38457309,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.749Z,N
40.151,-0.2447328,0.2651272,1.2957188,-67.79360891,21.78045025,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.796Z,N
40.214,-0.305916,-0.1835496,1.7240012,-66.57064306,20.95712388,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.859Z,N
40.255,-0.4180852,-0.0713804,1.662818,-66.873439,19.94824177,241.4549561,50.14746824,-5.059136429,6.358804514,297.5595577,2021-11-17T13:21:00.900Z,N
40.301,-0.6424236,1.0809032,1.0815776,-68.34032456,18.72541082,218.1537781,50.14746165,-5.05915643,5.766697504,306.1989167,2021-11-17T13:21:00.946Z,N
40.356,0.8565648,3.4262592,-1.6818636,-71.04014805,14.43018834,218.1537781,50.14746165,-5.05915643,5.766697504,306.1989167,2021-11-17T13:21:01.001Z,N
40.403,0.458874,1.2338612,-1.1822008,-67.50457579,13.62670112,218.1537781,50.14746165,-5.05915643,5.766697504,306.1989167,2021-11-17T13:21:01.048Z,N
40.455,0.6322264,0.356902,1.4894656,-72.63564608,17.85372501,218.1537781,50.14746165,-5.05915643,5.766697504,306.1989167,2021-11-17T13:21:01.100Z,N
